Source,Target,Weight,Cluster_Source,Cluster_Target
PVDR,AVAL,2,Motor core,Hubs
PVDR,AVAR,2,Motor core,Hubs
PVDR,AVBL,2,Motor core,Hubs
PVDR,AVBR,2,Motor core,Hubs
PVDR,AVDL,7,Motor core,Hubs
PVDR,AVDR,7,Motor core,Hubs
PVDR,AVEL,2,Motor core,Hubs
PVDR,AVER,2,Motor core,Hubs
PVDR,LUAL,1,Motor core,Periphery
PVDR,LUAR,1,Motor core,Periphery
PVDR,SIBDL,1,Motor core,Periphery
PVDR,SIBDR,1,Motor core,Periphery
PVDR,SIBVL,1,Motor core,Periphery
PVDR,SIBVR,1,Motor core,Periphery
PVDR,RMED,2,Motor core,Hubs
PVDR,RMEV,2,Motor core,Hubs
PVDR,SMDDL,3,Motor core,Hubs
PVDR,SMDDR,3,Motor core,Hubs
PVDR,SMDVL,3,Motor core,Hubs
PVDR,SMDVR,3,Motor core,Hubs
PVDR,DA01,4,Motor core,Hubs
PVDR,DA02,4,Motor core,Hubs
PVDR,DA03,4,Motor core,Hubs
PVDR,DA04,4,Motor core,Hubs
PVDR,DA05,4,Motor core,Motor core
PVDR,DA06,4,Motor core,Motor core
PVDR,DA07,4,Motor core,Motor core
PVDR,DA08,4,Motor core,Motor core
PVDR,DA09,3,Motor core,Motor core
PVDR,PDA,1,Motor core,Motor core
PVDR,DB01,5,Motor core,Hubs
PVDR,DB02,4,Motor core,Hubs
PVDR,DB03,4,Motor core,Motor core
PVDR,DB04,4,Motor core,Motor core
PVDR,DB05,4,Motor core,Motor core
PVDR,DB06,4,Motor core,Motor core
PVDR,DB07,4,Motor core,Motor core
PVDR,AS01,1,Motor core,Hubs
PVDR,AS02,1,Motor core,Hubs
PVDR,AS03,1,Motor core,Motor core
PVDR,AS04,1,Motor core,Motor core
PVDR,AS05,1,Motor core,Motor core
PVDR,AS06,1,Motor core,Motor core
PVDR,AS07,1,Motor core,Motor core
PVDR,AS08,1,Motor core,Motor core
PVDR,AS09,1,Motor core,Motor core
PVDR,AS10,1,Motor core,Motor core
PVDR,AS11,1,Motor core,Motor core
PVDR,PDB,3,Motor core,Motor core
PVDR,VA01,1,Motor core,Hubs
PVDR,VA02,1,Motor core,Hubs
PVDR,VA03,1,Motor core,Hubs
PVDR,VA04,1,Motor core,Hubs
PVDR,VA05,1,Motor core,Motor core
PVDR,VA06,1,Motor core,Motor core
PVDR,VA07,1,Motor core,Motor core
PVDR,VA08,1,Motor core,Motor core
PVDR,VA09,1,Motor core,Motor core
PVDR,VA10,1,Motor core,Motor core
PVDR,VA11,1,Motor core,Motor core
PVDR,VA12,3,Motor core,Motor core
PVDR,VB01,2,Motor core,Hubs
PVDR,VB02,2,Motor core,Hubs
PVDR,VB03,3,Motor core,Motor core
PVDR,VB04,3,Motor core,Motor core
PVDR,VB05,3,Motor core,Motor core
PVDR,VB06,3,Motor core,Motor core
PVDR,VB07,3,Motor core,Motor core
PVDR,VB08,3,Motor core,Motor core
PVDR,VB09,3,Motor core,Motor core
PVDR,VB10,3,Motor core,Motor core
PVDR,VB11,3,Motor core,Motor core
PVDR,HSNL,5,Motor core,Hubs
PVDR,HSNR,5,Motor core,Hubs
PVDR,VC01,1,Motor core,Periphery
PVDR,VC02,1,Motor core,Periphery
PVDR,VC03,1,Motor core,Periphery
PVDR,VC06,1,Motor core,Periphery
BAGL,I1L,11,Periphery,Sensory core
BAGL,I1R,11,Periphery,Sensory core
BAGL,I3,5,Periphery,Sensory core
BAGL,I4,5,Periphery,Sensory core
BAGL,I5,5,Periphery,Sensory core
BAGL,M1,6,Periphery,Sensory core
BAGL,M5,5,Periphery,Sensory core
BAGL,NSML,1,Periphery,Periphery
BAGL,NSMR,1,Periphery,Periphery
BAGL,ADFL,5,Periphery,Sensory core
BAGL,ADFR,5,Periphery,Sensory core
BAGL,ASER,1,Periphery,Periphery
BAGL,ASGL,9,Periphery,Sensory core
BAGL,ASGR,9,Periphery,Sensory core
BAGL,ASHL,1,Periphery,Periphery
BAGL,ASHR,1,Periphery,Periphery
BAGL,ASIL,1,Periphery,Periphery
BAGL,ASIR,1,Periphery,Periphery
BAGL,ASJL,2,Periphery,Periphery
BAGL,ASJR,2,Periphery,Periphery
BAGL,ASKL,7,Periphery,Sensory core
BAGL,ASKR,7,Periphery,Sensory core
BAGL,AWAL,4,Periphery,Sensory core
BAGL,AWAR,4,Periphery,Sensory core
BAGL,AWBL,1,Periphery,Periphery
BAGL,AWBR,1,Periphery,Periphery
BAGL,AWCL,2,Periphery,Periphery
BAGL,AWCR,2,Periphery,Periphery
BAGL,AFDL,1,Periphery,Periphery
BAGL,AFDR,1,Periphery,Periphery
BAGL,IL2DL,1,Periphery,Periphery
BAGL,IL2DR,1,Periphery,Periphery
BAGL,IL2L,2,Periphery,Periphery
BAGL,IL2R,2,Periphery,Periphery
BAGL,IL2VL,1,Periphery,Periphery
BAGL,IL2VR,1,Periphery,Periphery
BAGL,OLLL,3,Periphery,Periphery
BAGL,OLLR,3,Periphery,Periphery
BAGL,ALML,5,Periphery,Sensory core
BAGL,ALMR,5,Periphery,Sensory core
BAGL,AVM,4,Periphery,Hubs
BAGL,ALNL,1,Periphery,Periphery
BAGL,ALNR,1,Periphery,Periphery
BAGL,FLPL,1,Periphery,Periphery
BAGL,FLPR,1,Periphery,Periphery
BAGL,BAGL,2,Periphery,Periphery
BAGL,BAGR,2,Periphery,Periphery
BAGL,URXL,15,Periphery,Sensory core
BAGL,URXR,15,Periphery,Sensory core
BAGL,AQR,5,Periphery,Sensory core
BAGL,SDQL,7,Periphery,Hubs
BAGL,SDQR,7,Periphery,Hubs
BAGL,URBL,10,Periphery,Sensory core
BAGL,URBR,10,Periphery,Sensory core
BAGL,DVA,9,Periphery,Hubs
BAGL,AUAL,2,Periphery,Periphery
BAGL,AUAR,2,Periphery,Periphery
BAGL,AIAL,2,Periphery,Periphery
BAGL,AIAR,2,Periphery,Periphery
BAGL,AIBL,5,Periphery,Sensory core
BAGL,AIBR,5,Periphery,Sensory core
BAGL,AIYL,5,Periphery,Sensory core
BAGL,AIYR,5,Periphery,Sensory core
BAGL,AIZL,9,Periphery,Sensory core
BAGL,AIZR,9,Periphery,Sensory core
BAGL,ADAL,2,Periphery,Periphery
BAGL,ADAR,2,Periphery,Periphery
BAGL,AIML,11,Periphery,Sensory core
BAGL,AIMR,11,Periphery,Sensory core
BAGL,AINL,2,Periphery,Periphery
BAGL,AINR,2,Periphery,Periphery
BAGL,ALA,4,Periphery,Hubs
BAGL,BDUL,8,Periphery,Hubs
BAGL,BDUR,8,Periphery,Hubs
BAGL,RIPL,1,Periphery,Periphery
BAGL,RIPR,1,Periphery,Periphery
BAGL,RIAL,5,Periphery,Sensory core
BAGL,RIAR,5,Periphery,Sensory core
BAGL,RIBL,4,Periphery,Sensory core
BAGL,RIBR,4,Periphery,Sensory core
BAGL,RICL,9,Periphery,Sensory core
BAGL,RICR,9,Periphery,Sensory core
BAGL,RIGL,7,Periphery,Sensory core
BAGL,RIGR,7,Periphery,Sensory core
BAGL,RIH,11,Periphery,Sensory core
BAGL,RIR,7,Periphery,Sensory core
BAGL,RIS,1,Periphery,Periphery
BAGL,RMGL,3,Periphery,Periphery
BAGL,RMGR,3,Periphery,Periphery
BAGL,AVFL,10,Periphery,Hubs
BAGL,AVFR,10,Periphery,Hubs
BAGL,AVG,1,Periphery,Periphery
BAGL,AVHL,1,Periphery,Periphery
BAGL,AVHR,1,Periphery,Periphery
BAGL,AVJL,1,Periphery,Periphery
BAGL,AVJR,1,Periphery,Periphery
BAGL,AVKL,4,Periphery,Hubs
BAGL,AVKR,4,Periphery,Hubs
BAGL,DVC,1,Periphery,Periphery
BAGL,PVNL,5,Periphery,Hubs
BAGL,PVNR,5,Periphery,Hubs
BAGL,PVPL,4,Periphery,Hubs
BAGL,PVPR,4,Periphery,Hubs
BAGL,PVQL,7,Periphery,Hubs
BAGL,PVQR,7,Periphery,Hubs
BAGL,PVR,8,Periphery,Hubs
BAGL,PVT,4,Periphery,Hubs
BAGL,RID,9,Periphery,Hubs
BAGL,PVCL,4,Periphery,Hubs
BAGL,PVCR,4,Periphery,Hubs
BAGL,AVAL,3,Periphery,Hubs
BAGL,AVAR,3,Periphery,Hubs
BAGL,AVBL,3,Periphery,Hubs
BAGL,AVBR,3,Periphery,Hubs
BAGL,AVDL,13,Periphery,Hubs
BAGL,AVDR,13,Periphery,Hubs
BAGL,AVEL,5,Periphery,Hubs
BAGL,AVER,5,Periphery,Hubs
BAGL,SABD,4,Periphery,Sensory core
BAGL,SABVL,4,Periphery,Sensory core
BAGL,SABVR,4,Periphery,Sensory core
BAGL,RIML,3,Periphery,Sensory core
BAGL,RIMR,3,Periphery,Sensory core
BAGL,SIADL,1,Periphery,Periphery
BAGL,SIADR,1,Periphery,Periphery
BAGL,SIAVL,1,Periphery,Periphery
BAGL,SIAVR,1,Periphery,Periphery
BAGL,RMDDL,8,Periphery,Sensory core
BAGL,RMDDR,8,Periphery,Sensory core
BAGL,RMDL,6,Periphery,Sensory core
BAGL,RMDR,6,Periphery,Sensory core
BAGL,RMDVL,8,Periphery,Sensory core
BAGL,RMDVR,8,Periphery,Sensory core
BAGL,RMED,3,Periphery,Hubs
BAGL,RMEV,3,Periphery,Hubs
BAGL,RMFL,6,Periphery,Sensory core
BAGL,RMFR,6,Periphery,Sensory core
BAGL,RMHL,4,Periphery,Sensory core
BAGL,RMHR,4,Periphery,Sensory core
BAGL,SMDDL,9,Periphery,Hubs
BAGL,SMDDR,9,Periphery,Hubs
BAGL,SMDVL,9,Periphery,Hubs
BAGL,SMDVR,9,Periphery,Hubs
BAGL,URADL,1,Periphery,Periphery
BAGL,URADR,1,Periphery,Periphery
BAGL,URAVL,1,Periphery,Periphery
BAGL,URAVR,1,Periphery,Periphery
BAGL,DA01,11,Periphery,Hubs
BAGL,DA02,11,Periphery,Hubs
BAGL,DA03,11,Periphery,Hubs
BAGL,DA04,11,Periphery,Hubs
BAGL,DB01,11,Periphery,Hubs
BAGL,DB02,11,Periphery,Hubs
BAGL,AS01,3,Periphery,Hubs
BAGL,AS02,3,Periphery,Hubs
BAGL,DD01,1,Periphery,Periphery
BAGL,VA01,6,Periphery,Hubs
BAGL,VA02,6,Periphery,Hubs
BAGL,VA03,6,Periphery,Hubs
BAGL,VA04,6,Periphery,Hubs
BAGL,VB01,3,Periphery,Hubs
BAGL,VB02,5,Periphery,Hubs
BAGL,VD01,1,Periphery,Periphery
BAGL,VD02,1,Periphery,Periphery
BAGL,HSNL,9,Periphery,Hubs
BAGL,HSNR,9,Periphery,Hubs
BAGL,VC01,2,Periphery,Periphery
BAGL,VC02,2,Periphery,Periphery
BAGR,I1L,11,Periphery,Sensory core
BAGR,I1R,11,Periphery,Sensory core
BAGR,I3,5,Periphery,Sensory core
BAGR,I4,5,Periphery,Sensory core
BAGR,I5,5,Periphery,Sensory core
BAGR,M1,6,Periphery,Sensory core
BAGR,M5,5,Periphery,Sensory core
BAGR,NSML,1,Periphery,Periphery
BAGR,NSMR,1,Periphery,Periphery
BAGR,ADFL,5,Periphery,Sensory core
BAGR,ADFR,5,Periphery,Sensory core
BAGR,ASER,1,Periphery,Periphery
BAGR,ASGL,9,Periphery,Sensory core
BAGR,ASGR,9,Periphery,Sensory core
BAGR,ASHL,1,Periphery,Periphery
BAGR,ASHR,1,Periphery,Periphery
BAGR,ASIL,1,Periphery,Periphery
BAGR,ASIR,1,Periphery,Periphery
BAGR,ASJL,2,Periphery,Periphery
BAGR,ASJR,2,Periphery,Periphery
BAGR,ASKL,7,Periphery,Sensory core
BAGR,ASKR,7,Periphery,Sensory core
BAGR,AWAL,4,Periphery,Sensory core
BAGR,AWAR,4,Periphery,Sensory core
BAGR,AWBL,1,Periphery,Periphery
BAGR,AWBR,1,Periphery,Periphery
BAGR,AWCL,2,Periphery,Periphery
BAGR,AWCR,2,Periphery,Periphery
BAGR,AFDL,1,Periphery,Periphery
BAGR,AFDR,1,Periphery,Periphery
BAGR,IL2DL,1,Periphery,Periphery
BAGR,IL2DR,1,Periphery,Periphery
BAGR,IL2L,2,Periphery,Periphery
BAGR,IL2R,2,Periphery,Periphery
BAGR,IL2VL,1,Periphery,Periphery
BAGR,IL2VR,1,Periphery,Periphery
BAGR,OLLL,3,Periphery,Periphery
BAGR,OLLR,3,Periphery,Periphery
BAGR,ALML,5,Periphery,Sensory core
BAGR,ALMR,5,Periphery,Sensory core
BAGR,AVM,4,Periphery,Hubs
BAGR,ALNL,1,Periphery,Periphery
BAGR,ALNR,1,Periphery,Periphery
BAGR,FLPL,1,Periphery,Periphery
BAGR,FLPR,1,Periphery,Periphery
BAGR,BAGL,2,Periphery,Periphery
BAGR,BAGR,2,Periphery,Periphery
BAGR,URXL,15,Periphery,Sensory core
BAGR,URXR,15,Periphery,Sensory core
BAGR,AQR,5,Periphery,Sensory core
BAGR,SDQL,7,Periphery,Hubs
BAGR,SDQR,7,Periphery,Hubs
BAGR,URBL,10,Periphery,Sensory core
BAGR,URBR,10,Periphery,Sensory core
BAGR,DVA,9,Periphery,Hubs
BAGR,AUAL,2,Periphery,Periphery
BAGR,AUAR,2,Periphery,Periphery
BAGR,AIAL,2,Periphery,Periphery
BAGR,AIAR,2,Periphery,Periphery
BAGR,AIBL,5,Periphery,Sensory core
BAGR,AIBR,5,Periphery,Sensory core
BAGR,AIYL,5,Periphery,Sensory core
BAGR,AIYR,5,Periphery,Sensory core
BAGR,AIZL,9,Periphery,Sensory core
BAGR,AIZR,9,Periphery,Sensory core
BAGR,ADAL,2,Periphery,Periphery
BAGR,ADAR,2,Periphery,Periphery
BAGR,AIML,11,Periphery,Sensory core
BAGR,AIMR,11,Periphery,Sensory core
BAGR,AINL,2,Periphery,Periphery
BAGR,AINR,2,Periphery,Periphery
BAGR,ALA,4,Periphery,Hubs
BAGR,BDUL,8,Periphery,Hubs
BAGR,BDUR,8,Periphery,Hubs
BAGR,RIPL,1,Periphery,Periphery
BAGR,RIPR,1,Periphery,Periphery
BAGR,RIAL,5,Periphery,Sensory core
BAGR,RIAR,5,Periphery,Sensory core
BAGR,RIBL,4,Periphery,Sensory core
BAGR,RIBR,4,Periphery,Sensory core
BAGR,RICL,9,Periphery,Sensory core
BAGR,RICR,9,Periphery,Sensory core
BAGR,RIGL,7,Periphery,Sensory core
BAGR,RIGR,7,Periphery,Sensory core
BAGR,RIH,11,Periphery,Sensory core
BAGR,RIR,7,Periphery,Sensory core
BAGR,RIS,1,Periphery,Periphery
BAGR,RMGL,3,Periphery,Periphery
BAGR,RMGR,3,Periphery,Periphery
BAGR,AVFL,10,Periphery,Hubs
BAGR,AVFR,10,Periphery,Hubs
BAGR,AVG,1,Periphery,Periphery
BAGR,AVHL,1,Periphery,Periphery
BAGR,AVHR,1,Periphery,Periphery
BAGR,AVJL,1,Periphery,Periphery
BAGR,AVJR,1,Periphery,Periphery
BAGR,AVKL,4,Periphery,Hubs
BAGR,AVKR,4,Periphery,Hubs
BAGR,DVC,1,Periphery,Periphery
BAGR,PVNL,5,Periphery,Hubs
BAGR,PVNR,5,Periphery,Hubs
BAGR,PVPL,4,Periphery,Hubs
BAGR,PVPR,4,Periphery,Hubs
BAGR,PVQL,7,Periphery,Hubs
BAGR,PVQR,7,Periphery,Hubs
BAGR,PVR,8,Periphery,Hubs
BAGR,PVT,4,Periphery,Hubs
BAGR,RID,9,Periphery,Hubs
BAGR,PVCL,4,Periphery,Hubs
BAGR,PVCR,4,Periphery,Hubs
BAGR,AVAL,3,Periphery,Hubs
BAGR,AVAR,3,Periphery,Hubs
BAGR,AVBL,3,Periphery,Hubs
BAGR,AVBR,3,Periphery,Hubs
BAGR,AVDL,13,Periphery,Hubs
BAGR,AVDR,13,Periphery,Hubs
BAGR,AVEL,5,Periphery,Hubs
BAGR,AVER,5,Periphery,Hubs
BAGR,SABD,4,Periphery,Sensory core
BAGR,SABVL,4,Periphery,Sensory core
BAGR,SABVR,4,Periphery,Sensory core
BAGR,RIML,3,Periphery,Sensory core
BAGR,RIMR,3,Periphery,Sensory core
BAGR,SIADL,1,Periphery,Periphery
BAGR,SIADR,1,Periphery,Periphery
BAGR,SIAVL,1,Periphery,Periphery
BAGR,SIAVR,1,Periphery,Periphery
BAGR,RMDDL,8,Periphery,Sensory core
BAGR,RMDDR,8,Periphery,Sensory core
BAGR,RMDL,6,Periphery,Sensory core
BAGR,RMDR,6,Periphery,Sensory core
BAGR,RMDVL,8,Periphery,Sensory core
BAGR,RMDVR,8,Periphery,Sensory core
BAGR,RMED,3,Periphery,Hubs
BAGR,RMEV,3,Periphery,Hubs
BAGR,RMFL,6,Periphery,Sensory core
BAGR,RMFR,6,Periphery,Sensory core
BAGR,RMHL,4,Periphery,Sensory core
BAGR,RMHR,4,Periphery,Sensory core
BAGR,SMDDL,9,Periphery,Hubs
BAGR,SMDDR,9,Periphery,Hubs
BAGR,SMDVL,9,Periphery,Hubs
BAGR,SMDVR,9,Periphery,Hubs
BAGR,URADL,1,Periphery,Periphery
BAGR,URADR,1,Periphery,Periphery
BAGR,URAVL,1,Periphery,Periphery
BAGR,URAVR,1,Periphery,Periphery
BAGR,DA01,11,Periphery,Hubs
BAGR,DA02,11,Periphery,Hubs
BAGR,DA03,11,Periphery,Hubs
BAGR,DA04,11,Periphery,Hubs
BAGR,DB01,11,Periphery,Hubs
BAGR,DB02,11,Periphery,Hubs
BAGR,AS01,3,Periphery,Hubs
BAGR,AS02,3,Periphery,Hubs
BAGR,DD01,1,Periphery,Periphery
BAGR,VA01,6,Periphery,Hubs
BAGR,VA02,6,Periphery,Hubs
BAGR,VA03,6,Periphery,Hubs
BAGR,VA04,6,Periphery,Hubs
BAGR,VB01,3,Periphery,Hubs
BAGR,VB02,5,Periphery,Hubs
BAGR,VD01,1,Periphery,Periphery
BAGR,VD02,1,Periphery,Periphery
BAGR,HSNL,9,Periphery,Hubs
BAGR,HSNR,9,Periphery,Hubs
BAGR,VC01,2,Periphery,Periphery
BAGR,VC02,2,Periphery,Periphery
URXL,I1L,8,Sensory core,Sensory core
URXL,I1R,8,Sensory core,Sensory core
URXL,I3,5,Sensory core,Sensory core
URXL,I4,3,Sensory core,Sensory core
URXL,I5,3,Sensory core,Sensory core
URXL,M1,5,Sensory core,Sensory core
URXL,M3L,1,Sensory core,Periphery
URXL,M3R,1,Sensory core,Periphery
URXL,M4,1,Sensory core,Periphery
URXL,M5,2,Sensory core,Sensory core
URXL,MCL,1,Sensory core,Periphery
URXL,MCR,1,Sensory core,Periphery
URXL,MI,1,Sensory core,Periphery
URXL,NSML,4,Sensory core,Periphery
URXL,NSMR,4,Sensory core,Periphery
URXL,ADFL,4,Sensory core,Sensory core
URXL,ADFR,4,Sensory core,Sensory core
URXL,ADLL,7,Sensory core,Periphery
URXL,ADLR,7,Sensory core,Periphery
URXL,ASEL,1,Sensory core,Periphery
URXL,ASER,4,Sensory core,Periphery
URXL,ASGL,6,Sensory core,Sensory core
URXL,ASGR,6,Sensory core,Sensory core
URXL,ASHL,3,Sensory core,Periphery
URXL,ASHR,3,Sensory core,Periphery
URXL,ASJL,4,Sensory core,Periphery
URXL,ASJR,4,Sensory core,Periphery
URXL,ASKL,4,Sensory core,Sensory core
URXL,ASKR,4,Sensory core,Sensory core
URXL,AWAL,2,Sensory core,Sensory core
URXL,AWAR,2,Sensory core,Sensory core
URXL,AWBL,2,Sensory core,Periphery
URXL,AWBR,2,Sensory core,Periphery
URXL,AWCL,1,Sensory core,Periphery
URXL,AWCR,1,Sensory core,Periphery
URXL,AFDL,4,Sensory core,Periphery
URXL,AFDR,4,Sensory core,Periphery
URXL,IL2DL,1,Sensory core,Periphery
URXL,IL2DR,1,Sensory core,Periphery
URXL,IL2L,5,Sensory core,Periphery
URXL,IL2R,5,Sensory core,Periphery
URXL,IL2VL,1,Sensory core,Periphery
URXL,IL2VR,1,Sensory core,Periphery
URXL,OLQDL,1,Sensory core,Periphery
URXL,OLQDR,1,Sensory core,Periphery
URXL,OLQVL,1,Sensory core,Periphery
URXL,OLQVR,1,Sensory core,Periphery
URXL,OLLL,2,Sensory core,Periphery
URXL,OLLR,2,Sensory core,Periphery
URXL,ALML,4,Sensory core,Sensory core
URXL,ALMR,4,Sensory core,Sensory core
URXL,AVM,3,Sensory core,Hubs
URXL,PLNL,1,Sensory core,Periphery
URXL,PLNR,1,Sensory core,Periphery
URXL,FLPL,3,Sensory core,Periphery
URXL,FLPR,3,Sensory core,Periphery
URXL,BAGL,7,Sensory core,Periphery
URXL,BAGR,7,Sensory core,Periphery
URXL,URXL,12,Sensory core,Sensory core
URXL,URXR,12,Sensory core,Sensory core
URXL,AQR,5,Sensory core,Sensory core
URXL,ADEL,1,Sensory core,Periphery
URXL,ADER,1,Sensory core,Periphery
URXL,SDQL,7,Sensory core,Hubs
URXL,SDQR,7,Sensory core,Hubs
URXL,URBL,9,Sensory core,Sensory core
URXL,URBR,9,Sensory core,Sensory core
URXL,DVA,6,Sensory core,Hubs
URXL,AUAL,2,Sensory core,Periphery
URXL,AUAR,2,Sensory core,Periphery
URXL,AIAL,2,Sensory core,Periphery
URXL,AIAR,2,Sensory core,Periphery
URXL,AIBL,3,Sensory core,Sensory core
URXL,AIBR,3,Sensory core,Sensory core
URXL,AIYL,4,Sensory core,Sensory core
URXL,AIYR,4,Sensory core,Sensory core
URXL,AIZL,7,Sensory core,Sensory core
URXL,AIZR,7,Sensory core,Sensory core
URXL,ADAL,3,Sensory core,Periphery
URXL,ADAR,3,Sensory core,Periphery
URXL,AIML,5,Sensory core,Sensory core
URXL,AIMR,5,Sensory core,Sensory core
URXL,AINL,3,Sensory core,Periphery
URXL,AINR,3,Sensory core,Periphery
URXL,ALA,5,Sensory core,Hubs
URXL,BDUL,4,Sensory core,Hubs
URXL,BDUR,4,Sensory core,Hubs
URXL,RIAL,3,Sensory core,Sensory core
URXL,RIAR,3,Sensory core,Sensory core
URXL,RIBL,4,Sensory core,Sensory core
URXL,RIBR,4,Sensory core,Sensory core
URXL,RICL,4,Sensory core,Sensory core
URXL,RICR,4,Sensory core,Sensory core
URXL,RIFL,2,Sensory core,Periphery
URXL,RIFR,2,Sensory core,Periphery
URXL,RIGL,6,Sensory core,Sensory core
URXL,RIGR,6,Sensory core,Sensory core
URXL,RIH,8,Sensory core,Sensory core
URXL,RIR,4,Sensory core,Sensory core
URXL,RIS,2,Sensory core,Periphery
URXL,RMGL,2,Sensory core,Periphery
URXL,RMGR,2,Sensory core,Periphery
URXL,AVFL,5,Sensory core,Hubs
URXL,AVFR,5,Sensory core,Hubs
URXL,AVG,1,Sensory core,Periphery
URXL,AVHL,2,Sensory core,Periphery
URXL,AVHR,2,Sensory core,Periphery
URXL,AVJL,2,Sensory core,Periphery
URXL,AVJR,2,Sensory core,Periphery
URXL,AVKL,7,Sensory core,Hubs
URXL,AVKR,7,Sensory core,Hubs
URXL,AVL,2,Sensory core,Periphery
URXL,PVNL,2,Sensory core,Hubs
URXL,PVNR,2,Sensory core,Hubs
URXL,PVPL,3,Sensory core,Hubs
URXL,PVPR,3,Sensory core,Hubs
URXL,PVQL,8,Sensory core,Hubs
URXL,PVQR,8,Sensory core,Hubs
URXL,PVR,9,Sensory core,Hubs
URXL,PVT,3,Sensory core,Hubs
URXL,RID,5,Sensory core,Hubs
URXL,PVCL,5,Sensory core,Hubs
URXL,PVCR,5,Sensory core,Hubs
URXL,AVAL,2,Sensory core,Hubs
URXL,AVAR,2,Sensory core,Hubs
URXL,AVBL,2,Sensory core,Hubs
URXL,AVBR,2,Sensory core,Hubs
URXL,AVDL,11,Sensory core,Hubs
URXL,AVDR,11,Sensory core,Hubs
URXL,AVEL,5,Sensory core,Hubs
URXL,AVER,5,Sensory core,Hubs
URXL,SAADL,1,Sensory core,Periphery
URXL,SAADR,1,Sensory core,Periphery
URXL,SAAVL,1,Sensory core,Periphery
URXL,SAAVR,1,Sensory core,Periphery
URXL,SABD,7,Sensory core,Sensory core
URXL,SABVL,7,Sensory core,Sensory core
URXL,SABVR,7,Sensory core,Sensory core
URXL,RIML,4,Sensory core,Sensory core
URXL,RIMR,4,Sensory core,Sensory core
URXL,RMDDL,6,Sensory core,Sensory core
URXL,RMDDR,6,Sensory core,Sensory core
URXL,RMDL,3,Sensory core,Sensory core
URXL,RMDR,3,Sensory core,Sensory core
URXL,RMDVL,6,Sensory core,Sensory core
URXL,RMDVR,6,Sensory core,Sensory core
URXL,RMED,4,Sensory core,Hubs
URXL,RMEL,1,Sensory core,Periphery
URXL,RMER,1,Sensory core,Periphery
URXL,RMEV,4,Sensory core,Hubs
URXL,RMFL,2,Sensory core,Sensory core
URXL,RMFR,2,Sensory core,Sensory core
URXL,RMHL,4,Sensory core,Sensory core
URXL,RMHR,4,Sensory core,Sensory core
URXL,RIVL,3,Sensory core,Periphery
URXL,RIVR,3,Sensory core,Periphery
URXL,SMBDL,1,Sensory core,Periphery
URXL,SMBDR,1,Sensory core,Periphery
URXL,SMBVL,1,Sensory core,Periphery
URXL,SMBVR,1,Sensory core,Periphery
URXL,SMDDL,7,Sensory core,Hubs
URXL,SMDDR,7,Sensory core,Hubs
URXL,SMDVL,7,Sensory core,Hubs
URXL,SMDVR,7,Sensory core,Hubs
URXL,URADL,4,Sensory core,Periphery
URXL,URADR,4,Sensory core,Periphery
URXL,URAVL,4,Sensory core,Periphery
URXL,URAVR,4,Sensory core,Periphery
URXL,DA01,10,Sensory core,Hubs
URXL,DA02,10,Sensory core,Hubs
URXL,DA03,10,Sensory core,Hubs
URXL,DA04,10,Sensory core,Hubs
URXL,DB01,9,Sensory core,Hubs
URXL,DB02,8,Sensory core,Hubs
URXL,AS01,3,Sensory core,Hubs
URXL,AS02,3,Sensory core,Hubs
URXL,VA01,3,Sensory core,Hubs
URXL,VA02,3,Sensory core,Hubs
URXL,VA03,3,Sensory core,Hubs
URXL,VA04,3,Sensory core,Hubs
URXL,VB01,6,Sensory core,Hubs
URXL,VB02,5,Sensory core,Hubs
URXL,HSNL,7,Sensory core,Hubs
URXL,HSNR,7,Sensory core,Hubs
URXL,VC01,1,Sensory core,Periphery
URXL,VC02,1,Sensory core,Periphery
URXR,I1L,8,Sensory core,Sensory core
URXR,I1R,8,Sensory core,Sensory core
URXR,I3,5,Sensory core,Sensory core
URXR,I4,3,Sensory core,Sensory core
URXR,I5,3,Sensory core,Sensory core
URXR,M1,5,Sensory core,Sensory core
URXR,M3L,1,Sensory core,Periphery
URXR,M3R,1,Sensory core,Periphery
URXR,M4,1,Sensory core,Periphery
URXR,M5,2,Sensory core,Sensory core
URXR,MCL,1,Sensory core,Periphery
URXR,MCR,1,Sensory core,Periphery
URXR,MI,1,Sensory core,Periphery
URXR,NSML,4,Sensory core,Periphery
URXR,NSMR,4,Sensory core,Periphery
URXR,ADFL,4,Sensory core,Sensory core
URXR,ADFR,4,Sensory core,Sensory core
URXR,ADLL,7,Sensory core,Periphery
URXR,ADLR,7,Sensory core,Periphery
URXR,ASEL,1,Sensory core,Periphery
URXR,ASER,4,Sensory core,Periphery
URXR,ASGL,6,Sensory core,Sensory core
URXR,ASGR,6,Sensory core,Sensory core
URXR,ASHL,3,Sensory core,Periphery
URXR,ASHR,3,Sensory core,Periphery
URXR,ASJL,4,Sensory core,Periphery
URXR,ASJR,4,Sensory core,Periphery
URXR,ASKL,4,Sensory core,Sensory core
URXR,ASKR,4,Sensory core,Sensory core
URXR,AWAL,2,Sensory core,Sensory core
URXR,AWAR,2,Sensory core,Sensory core
URXR,AWBL,2,Sensory core,Periphery
URXR,AWBR,2,Sensory core,Periphery
URXR,AWCL,1,Sensory core,Periphery
URXR,AWCR,1,Sensory core,Periphery
URXR,AFDL,4,Sensory core,Periphery
